wave_id,wave_name,task_id,task_type,title,priority,cutover_blocker,complexity,execution_owner,validator_owner,required_skills,dependencies,target_files_scope,actions,verification,acceptance_criteria,required_evidence,rollback,revision_notes,status
W9,"TODO, state, validation, and memory integration",T-V09,wave-validation,Independently validate W9 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-130,T-131,T-132,T-133,T-134,T-135,T-136,T-137,T-138,T-139",.specs/changes/harness-skill-based-migration/evidence/w9-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W9 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W9 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
W10,Runtime configuration and plugin refactor,T-140,runtime-assembly,Assemble staged opencode.next.json,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-067,T-081,T-085,T-117,T-V09",.specs/changes/harness-skill-based-migration/staging/opencode.next.json,"Merge staged host, agent, permission, skill, MCP, plugin, and instruction fragments. | Set `default_agent` to an approved built-in primary. | Load only the compact kernel and global dispatch rule permanently; phase/activity rules remain lazy. | Validate against the pinned OpenCode schema and runtime version. | Do not replace active opencode.json in W10.",Task-Spec must define exact commands before execution.,"The staged configuration parses and starts in the isolated runtime test adapter. | No custom primary remains. | Expected skills, MCPs, agents, plugins, and permission allowlists are visible. | The active configuration remains untouched.","Schema validation, runtime listing, sanitized diff.",Delete the staged configuration and preserve active opencode.json.,Eliminates multiple live opencode.json mutations and creates one atomic cutover artifact.,pending
W10,Runtime configuration and plugin refactor,T-141,runtime-assembly,"Classify plugins as keep, refactor, replace, or remove",P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-004,T-140,T-V09",plugins/*.ts; plugin contracts,"Evaluate altitude-context, altitude-filestore, specs-state, rtk-native, headroom-guard, context-budget, and any additional current plugin. | Map each plugin to a target contract/rule. | Identify policy-only behavior and unsupported runtime hooks.",Task-Spec must define exact commands before execution.,Every plugin has an explicit disposition. | Documentation states actual enforcement strength.,Plugin disposition matrix.,Read-only.,Carried from v1; enriched with deterministic gates in v2.,pending
W10,Runtime configuration and plugin refactor,T-142,runtime-assembly,Refactor or remove altitude-specific plugins,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-082,T-141,T-V09",plugins/altitude-context.ts; altitude-filestore.ts; related tests,Remove phase-agent description injection that no longer has a runtime target. | Apply the approved plugin disposition matrix without conditional wording. | Rename retained neutral file/allocation behavior and update contracts/tests. | Remove duplicated or stale path logic.,Task-Spec must define exact commands before execution.,No plugin depends on retired Altitude agents. | Each retained behavior has one canonical contract and passing tests. | Each removed behavior has a recorded replacement or explicit deprecation.,Plugin tests and reference scan.,Restore baseline plugins.,Removed `if valuable`; the W10 disposition matrix is authoritative.,pending
W10,Runtime configuration and plugin refactor,T-143,runtime-assembly,Harden specs-state and TODO enforcement,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-130,T-141,T-V09",plugins/specs-state.ts; state tools; tests,Implement enforceable checks where runtime hooks allow them. | Use static/config permission enforcement for leaf task/TODO restrictions. | Clearly label remaining policy-only controls.,Task-Spec must define exact commands before execution.,Hard checks fail deterministically. | Soft checks are not marketed as blockers.,Positive/negative plugin tests.,Restore baseline plugin.,Carried from v1; enriched with deterministic gates in v2.,pending
W10,Runtime configuration and plugin refactor,T-144,runtime-assembly,Consolidate RTK behavior,P1,no,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-036,T-141,T-V09",plugins/rtk-native.ts; rules/RTK_AND_SHELL.md; tests,Align rewrite suggestions with the mandatory RTK rule. | Support command chains and raw-debug exceptions. | Avoid rewriting commands where output filtering would hide required debugging evidence.,Task-Spec must define exact commands before execution.,Common git/gh/test/build commands use RTK. | Debug fixtures can use raw commands explicitly.,Rewrite tests.,Restore baseline plugin.,Carried from v1; enriched with deterministic gates in v2.,pending
W10,Runtime configuration and plugin refactor,T-145,runtime-assembly,Consolidate headroom and context budget,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-115,T-141,T-V09",plugins/headroom-guard.ts; context-budget.ts; MCP registry/rules; tests,"Select canonical thresholds and telemetry authority. | Define warning, critical, block, and override behavior. | Prevent broad MCP/tool exposure and excessive preloading.",Task-Spec must define exact commands before execution.,One source controls thresholds. | Budget tests cover large reads and MCP fan-out. | Unsupported telemetry claims are removed.,Context-budget test report.,Restore baseline plugins/config.,Carried from v1; enriched with deterministic gates in v2.,pending
W10,Runtime configuration and plugin refactor,T-146,runtime-assembly,Add runtime configuration integration tests,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-140,T-142,T-143,T-144,T-145,T-V09",test/integration/runtime/,"Start the staged configuration through the runtime-test adapter selected in W0. | Verify primary hosts, subagents, permissions, skills, MCPs, plugins, commands, and instruction loading. | Run the documented fallback adapter only if the primary adapter fails for an environmental reason. | Test degraded mode with MCPs disabled or unhealthy.",Task-Spec must define exact commands before execution.,Runtime state matches the static design. | The primary adapter result is recorded. | Degraded mode is explicit and safe.,Runtime integration report.,Remove tests.,Removed `if supported`; W0 selects the supported adapter.,pending
W10,Runtime configuration and plugin refactor,T-147,runtime-assembly,Consolidate existing tools with new skills and validators,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-069,T-141,T-V09",tools/faithfulness_gate.ts; tools/verify_step.ts; tools/security-scan.*; tools/junta-auditor.*; skills/,Apply the W5 overlap matrix. | Keep executable checks in tools and procedural selection in skills/rules. | Remove duplicate scoring and contradictory verdict formats.,Task-Spec must define exact commands before execution.,Each gate has one executable implementation and one canonical contract. | Skills do not claim runtime enforcement they cannot provide.,Tool/skill ownership matrix and regression tests.,Restore prior tools/skills.,Added by deterministic v2 audit.,pending
W10,Runtime configuration and plugin refactor,T-148,runtime-assembly,"Normalize contracts, paths, and stale references",P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-015,T-019,T-141,T-147,T-V09",.specs/shared/; .specs/templates/; docs/; kb-index.yaml; control surfaces,Merge or retire duplicate contracts and templates. | Normalize file naming and canonical paths. | Update all references to current files. | Regenerate indexes after the final staged tree is known.,Task-Spec must define exact commands before execution.,Every canonical reference resolves. | No duplicate contract has equal authority. | Stale generated inventory is replaced.,"Reference graph, duplicate scan, regenerated index.",Restore baseline files/checksums.,Added by deterministic v2 audit.,pending
W10,Runtime configuration and plugin refactor,T-149,runtime-assembly,Assemble atomic activation and rollback bundle,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,"dev-shell-script-specialist,dev-security-guardian","T-059,T-124,T-140,T-142,T-143,T-144,T-145,T-148,T-V09",.specs/changes/harness-skill-based-migration/staging/activation-bundle/,"Package staged AGENTS, opencode config, rules, skills, agents, plugins, commands, contracts, tools, and manifests. | Create atomic install and rollback scripts or exact command sequence. | Verify checksums before and after installation.",Task-Spec must define exact commands before execution.,One activation bundle can install or restore the harness without partial state. | Rollback restores the exact T-001 baseline.,"Bundle manifest, checksum verification, rollback rehearsal.",Delete the staged bundle.,Added by deterministic v2 audit.,pending
W10,Runtime configuration and plugin refactor,T-V10,wave-validation,Independently validate W10 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-140,T-141,T-142,T-143,T-144,T-145,T-146,T-147,T-148,T-149",.specs/changes/harness-skill-based-migration/evidence/w10-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W10 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W10 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
W11,"Regression, security, traceability, and performance validation",T-150,validation,Create static architecture checks,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-068,T-081,T-140,T-V10",test/static/; pre-commit configuration,"Fail on custom `mode: primary`. | Fail on leaf `task` or `todowrite` access. | Fail on invalid skill names/frontmatter, missing referenced rules/contracts, and removed agent references. | Fail on AgentSpec/Altitude contract authority overlap.",Task-Spec must define exact commands before execution.,All forbidden structures are detected. | Checks run locally and in CI-compatible mode.,Static check output.,Remove checks.,Carried from v1; enriched with deterministic gates in v2.,pending
W11,"Regression, security, traceability, and performance validation",T-151,validation,Test Altitude full lifecycle,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-028,T-039,T-134,T-146,T-V10",test/integration/altitude/,"Test START → Intent → Structure → Design/Plan → Execution → Validation → Ship. | Test required user gates, task approval, block validation, memory writes, and archive. | Test failure return from validation to execution.",Task-Spec must define exact commands before execution.,No phase advances without its gate. | Trace report is complete. | No custom Altitude agent is invoked.,Lifecycle test report.,Remove tests.,Carried from v1; enriched with deterministic gates in v2.,pending
W11,"Regression, security, traceability, and performance validation",T-152,validation,Test AgentSpec workflow compatibility,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-096,T-146,T-V10",test/integration/agentspec/,Test each preserved `/workflow:*` command. | Verify AgentSpec artifact storage and build output gate. | Verify no Altitude state mutation.,Task-Spec must define exact commands before execution.,Compatibility matrix passes. | Workflow isolation is proven.,AgentSpec test report.,Remove tests.,Carried from v1; enriched with deterministic gates in v2.,pending
W11,"Regression, security, traceability, and performance validation",T-153,validation,Test TODO traceability and delegation boundaries,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-087,T-130,T-131,T-135,T-V10",test/integration/traceability/,"Test multiple leaves completing tasks in one block. | Verify only parent updates TODO. | Verify leaf results, evidence, validator task, reopen, and resume.",Task-Spec must define exact commands before execution.,No task status is lost or duplicated. | Every update has an actor and evidence link.,Traceability report.,Remove tests.,Carried from v1; enriched with deterministic gates in v2.,pending
W11,"Regression, security, traceability, and performance validation",T-154,validation,Test MCP routing and degraded operation,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-118,T-146,T-V10",test/integration/mcp/,"Test Context7, CodeGraph, memory, fs-read, headroom, and sequential-thinking triggers. | Test absent config, auth failure, timeout, and excessive context. | Verify documented fallback and no fabricated results.",Task-Spec must define exact commands before execution.,All required failure paths are safe. | Health state is surfaced before use.,MCP report.,Remove tests.,Carried from v1; enriched with deterministic gates in v2.,pending
W11,"Regression, security, traceability, and performance validation",T-155,validation,Perform security review,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-065,T-150,T-154,T-V10",Full migration diff; security report,"Use security-guardian skill on config, MCP commands, environment variables, shell, permissions, plugins, and memory. | Run secret scanning and dependency checks. | Validate least privilege and publication gates.",Task-Spec must define exact commands before execution.,No critical/high unresolved issue remains. | Secrets are absent from repo and evidence.,Security report and scanner logs.,Block cutover and revert affected changes.,Carried from v1; enriched with deterministic gates in v2.,pending
W11,"Regression, security, traceability, and performance validation",T-156,validation,Measure context and performance impact,P1,no,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-006,T-145,T-154,T-V10",test/load/; migration scorecard,"Compare baseline and migrated context size, MCP tool exposure, command latency, and subagent fan-out. | Measure RTK savings where observable. | Identify regressions caused by always-loaded instructions or excessive MCPs.",Task-Spec must define exact commands before execution.,The migrated harness meets approved context/fan-out targets. | Any accepted regression has a written rationale.,Performance comparison.,Adjust rules/MCP activation or revert cutover.,Carried from v1; enriched with deterministic gates in v2.,pending
W11,"Regression, security, traceability, and performance validation",T-157,validation,Run independent judge and faithfulness review,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-151,T-152,T-153,T-154,T-155,T-156,T-V10",Migration artifacts and evidence,"Use an independent validator with judge and faithfulness skills. | Compare implementation to decisions D-01 through D-14 and acceptance criteria. | List unsupported claims, missing evidence, and residual risks.",Task-Spec must define exact commands before execution.,"Verdict is PASS, or every gap has an explicit ID, owner, severity, expiry, and user approval. | Reviewer is independent from implementation tasks. | No critical or high gap can be accepted for cutover.",Final validation report.,Return failed blocks to execution.,Replaced vague `approved gaps` with a controlled accepted-gap record.,pending
W11,"Regression, security, traceability, and performance validation",T-158,validation,Test manual subagent invocation as an out-of-band path,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-089,T-146,T-V10",test/edge-cases/manual-subagent-invocation/,"Invoke a hidden/internal or retained subagent manually. | Verify it cannot read/write managed TODO, mutate active state, or claim block validation. | Verify the parent detects no managed completion from the out-of-band session.",Task-Spec must define exact commands before execution.,Manual invocation cannot close a managed task. | Any attempted mutation is denied or clearly outside the managed change.,Permission and state audit logs.,Remove tests.,Added by deterministic v2 audit.,pending
W11,"Regression, security, traceability, and performance validation",T-159,validation,Test configuration precedence and project-local overrides,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-002,T-140,T-146,T-V10",test/integration/config-precedence/,"Run global-only, project-local override, environment override, and alternate config-directory fixtures. | Verify no override silently re-enables custom primary agents or broad permissions. | Verify MCP list and skill discovery match the effective configuration report.",Task-Spec must define exact commands before execution.,Effective precedence is deterministic in every fixture. | Unsafe overrides fail preflight or are surfaced before mutation.,Effective-config diffs and runtime listings.,Remove tests.,Added by deterministic v2 audit.,pending
W11,"Regression, security, traceability, and performance validation",T-160,validation,"Test rule loading, receipts, and context budget",P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-042,T-058,T-146,T-V10",test/integration/rule-loading/,"Test global dispatch, Altitude START, AgentSpec START, phase rules, missing rules, recursive references, and context limits. | Verify load receipts and lazy behavior.",Task-Spec must define exact commands before execution.,Mandatory rules load exactly once. | Unrelated phase/skill rules are not preloaded. | Missing mandatory rules stop execution.,Rule-load traces and context report.,Remove tests.,Added by deterministic v2 audit.,pending
W11,"Regression, security, traceability, and performance validation",T-161,validation,Test pinned-version compatibility and upgrade detection,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-007,T-146,T-V10",test/integration/runtime-version/,Run against the pinned version. | Simulate a version/schema mismatch. | Verify preflight blocks unsupported runtime versions.,Task-Spec must define exact commands before execution.,Pinned version passes. | Unsupported version fails before mutation with an actionable message.,Version compatibility report.,Remove tests.,Added by deterministic v2 audit.,pending
W11,"Regression, security, traceability, and performance validation",T-162,validation,Test in-flight change migration and resume,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-019,T-134,T-146,T-V10",test/integration/in-flight-migration/,"Test finish-on-v1, migrate-to-v2, freeze, and incompatible-state cases. | Resume after migration and verify task/evidence continuity.",Task-Spec must define exact commands before execution.,Every supported disposition is recoverable. | Incompatible active changes block cutover.,Migration/resume report.,Remove tests.,Added by deterministic v2 audit.,pending
W11,"Regression, security, traceability, and performance validation",T-163,validation,Test MCP prompt injection and data-exfiltration boundaries,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,"dev-security-guardian,dev-faithfulness-guard","T-122,T-123,T-154,T-V10",test/integration/mcp-security/,"Inject malicious instructions through docs, memory, and file-reading MCP outputs. | Attempt scope, permission, TODO, state, and secret exfiltration changes. | Verify trust labels, redaction, and higher-priority instructions hold.",Task-Spec must define exact commands before execution.,No injected MCP content changes managed authority or exposes a secret. | The security skill produces a blocking verdict for critical attempts.,Security fixture report.,Remove tests.,Added by deterministic v2 audit.,pending
W11,"Regression, security, traceability, and performance validation",T-164,validation,Test concurrent parent sessions and writer-lease recovery,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-136,T-153,T-V10",test/integration/concurrent-sessions/,"Start two parent sessions against one active change. | Verify one writer and one blocked reader. | Simulate crash, stale lease, user-confirmed takeover, and audit trail.",Task-Spec must define exact commands before execution.,No conflicting state or TODO write occurs. | Takeover is explicit and traceable.,Concurrent-session logs.,Remove tests.,Added by deterministic v2 audit.,pending
W11,"Regression, security, traceability, and performance validation",T-165,validation,Audit required-skill activation evidence,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-044,T-071,T-153,T-V10",test/integration/skill-activation/,Run trigger and non-trigger fixtures for all six skills. | Verify `required_skills` and `loaded_skills` receipts. | Verify a missing mandatory skill prevents completion.,Task-Spec must define exact commands before execution.,Every trigger-mandatory skill is loaded and evidenced. | Unrelated skills are not loaded.,Skill activation audit.,Remove tests.,Added by deterministic v2 audit.,pending
W11,"Regression, security, traceability, and performance validation",T-V11,wave-validation,Independently validate W11 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-150,T-151,T-152,T-153,T-154,T-155,T-156,T-157,T-158,T-159,T-160,T-161,T-162,T-163,T-164,T-165",.specs/changes/harness-skill-based-migration/evidence/w11-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W11 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W11 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-170,cutover-ship,Update architecture documentation,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-157,T-V11",README.md; docs/HARNESS_*; .specs/README.md,"Document built-in primary hosts, rules, skills, leaf subagents, dual workflows, Altitude contract, MCP registry, TODO ownership, validation, and memory. | Remove obsolete two-coordinator and phase-agent descriptions. | Mark AgentSpec SDD assets as a separate compatibility workflow.",Task-Spec must define exact commands before execution.,Docs match actual files and runtime behavior. | No stale primary/coordinator claim remains.,Documentation reference scan.,Restore baseline docs.,Carried from v1; enriched with deterministic gates in v2.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-171,cutover-ship,Create operator runbook,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-117,T-134,T-170,T-V11",docs/SKILL_BASED_HARNESS_RUNBOOK.md,"Document START, choosing workflows, reading state, TODO behavior, leaf delegation, validation, MCP health, memory reconciliation, degraded operation, and recovery. | Include exact diagnostic commands and expected outputs. | Include common failure scenarios.",Task-Spec must define exact commands before execution.,A new operator can diagnose configuration and resume a change. | Commands do not expose secrets.,Runbook walkthrough.,Remove runbook.,Carried from v1; enriched with deterministic gates in v2.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-172,cutover-ship,Create migration and rollback guide,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-001,T-140,T-170,T-V11",docs/SKILL_BASED_MIGRATION_GUIDE.md; rollback manifest,"Document prerequisites, backup, config swap, health checks, pilot, cutover, and rollback. | List files added, changed, deleted, and archived. | Define recovery if OpenCode cannot start.",Task-Spec must define exact commands before execution.,Rollback can restore the baseline config and agents. | Guide covers partial-wave failure.,Rollback rehearsal.,Guide is non-runtime.,Carried from v1; enriched with deterministic gates in v2.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-173,cutover-ship,Run shadow-mode pilot,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-171,T-172,T-V11",Pilot evidence and scorecard,"Run representative read-only, tactical, strategic Altitude, AgentSpec command, prompt, shell, security, and MCP tasks. | Compare route, TODO, evidence, context, and output with the baseline. | Do not delete rollback assets during pilot.",Task-Spec must define exact commands before execution.,No critical traceability or routing defect occurs. | Scorecard meets cutover threshold.,Pilot report.,Restore baseline config immediately.,Carried from v1; enriched with deterministic gates in v2.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-174,cutover-ship,Perform controlled cutover,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-173,T-V11,T-178",Active global OpenCode configuration,"Activate the migrated config. | Run startup, agent, skill, MCP, command, and health checks. | Record the exact active commit and effective configuration.",Task-Spec must define exact commands before execution.,OpenCode starts and all P0 smoke checks pass. | Effective config matches the intended source.,Cutover checklist and health logs.,Restore baseline snapshot and restart OpenCode.,Carried from v1; enriched with deterministic gates in v2.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-175,cutover-ship,Remove or archive legacy surfaces,P1,no,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-174,T-V11,T-179",Six frozen dev agents; retired coordinator/phase-agent files listed in the activation manifest; stale docs/contracts/config; superseded control-surface files,"After successful cutover validation, delete the six frozen legacy dev agents. | Delete or archive retired coordinators and phase agents according to the approved migration manifest. | Archive historical material that remains useful. | Regenerate indexes and remove every stale reference. | Preserve AgentSpec commands and its workflow contract.",Task-Spec must define exact commands before execution.,No active reference points to a deleted file. | AgentSpec compatibility assets remain intact. | The active runtime contains no custom primary coordinator. | Archive and active-state records are consistent.,Reference scan and final tree diff.,Restore deleted files from baseline.,"This is now the only task that deletes legacy agents, after consumers and runtime are validated.",pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-176,cutover-ship,Finalize validation and migration scorecard,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-175,T-V11,T-181",Final validation report; migration scorecard,"Re-run static, integration, security, load, MCP, traceability, and command compatibility tests. | Compare final metrics to T-006 targets. | Document residual risks and follow-up changes.",Task-Spec must define exact commands before execution.,All P0 criteria pass. | Any accepted P1 gap has owner and follow-up task.,Signed final report.,Reopen failed wave or roll back cutover.,Carried from v1; enriched with deterministic gates in v2.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-177,cutover-ship,"Ship, archive, and write memory",P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-176,T-V11",.specs/archive/; .specs/memory/; memory MCP; ship summary,"Create ship summary with delivered boundary, decisions, evidence, residual risks, and rollback reference. | Reconcile and archive the change. | Write authoritative local memory and duplicate semantic memory. | Create follow-up changes rather than hiding future work.",Task-Spec must define exact commands before execution.,"Change is archived once, state is consistent, and memory sync status is known. | Trace report is complete.","Ship summary, archive path, memory events.",Use documented unarchive/rollback procedure.,Carried from v1; enriched with deterministic gates in v2.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-178,cutover-ship,Execute deterministic user-acceptance scenario pack,P0,yes,L,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-173,T-V11",.specs/changes/harness-skill-based-migration/evidence/user-acceptance/,"Run fixed scenarios for direct answer, Altitude planning, Altitude execution, AgentSpec build, data task, prompt change, shell change, security-sensitive change, MCP outage, and resume. | Record route, rules, skills, tools, TODO, leaves, validation, memory, and result. | Require explicit user acceptance for the scenario pack.",Task-Spec must define exact commands before execution.,All critical scenarios pass. | The user accepts the observed routing and traceability.,Scenario transcripts and acceptance record.,Keep active v1 configuration; do not cut over.,Added by deterministic v2 audit.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-179,cutover-ship,"Run post-cutover smoke, resume, and rollback checkpoint",P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-174,T-V11",Active runtime; cutover evidence,"Run startup, direct answer, Altitude START, AgentSpec build gate, one leaf task, one validation block, MCP preflight, memory write, and resume. | Stop and roll back immediately on a critical failure. | Preserve both pre- and post-cutover effective-config reports.",Task-Spec must define exact commands before execution.,All smoke scenarios pass on the active runtime. | Rollback remains executable until T-176 final validation passes.,Post-cutover smoke report.,Execute T-172 rollback guide and restore the T-001 baseline.,Added by deterministic v2 audit.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-180,cutover-ship,Regenerate repository indexes and authority maps after cleanup,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-175,T-V11",kb-index.yaml; KB indexes; file/reference maps,Regenerate indexes from the final active tree. | Validate every referenced path. | Mark generated files with source commit and generation timestamp.,Task-Spec must define exact commands before execution.,No deleted or nonexistent path appears as current. | Generated indexes match the active commit.,Index diff and reference validator output.,Restore previous generated indexes.,Added by deterministic v2 audit.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-181,cutover-ship,Run final documentation-to-runtime drift scan,P0,yes,M,parent-or-allocated-leaf,independent-leaf-validator,resolved-by-activity-rule,"T-170,T-175,T-180,T-V11",README.md; docs/; AGENTS.md; opencode.json; rules/; contracts/,"Compare documented agents, workflows, paths, tools, MCPs, permissions, and enforcement levels with the active runtime. | Fail on coordinator-primary language, stale paths, or policy described as hard enforcement.",Task-Spec must define exact commands before execution.,Documentation and runtime inventories match. | No stale removed-agent or duplicate-authority reference remains.,Final drift report.,Correct docs/runtime before ship.,Added by deterministic v2 audit.,pending
W12,"Documentation, rollout, cutover, cleanup, and ship",T-V12,wave-validation,Independently validate W12 exit gate,P0,yes,M,independent-leaf-validator,parent-accepts-verdict,"dev-judge,dev-faithfulness-guard; dev-security-guardian when triggered","T-170,T-171,T-172,T-173,T-174,T-175,T-176,T-177,T-178,T-179,T-180,T-181",.specs/changes/harness-skill-based-migration/evidence/w12-validation/,"Review every task outcome, changed scope, evidence, acceptance criterion, and rollback readiness. | Run the wave-specific static/integration/security checks. | Use an independent validator that did not implement the wave tasks. | Issue PASS, FAIL, or BLOCKED; FAIL creates remediation tasks in the same wave. | Write local memory first and duplicate the validation event to the memory MCP.",Run the wave exit checklist and all wave-specific checks defined in Task-Specs.,"Every wave task is done, explicitly skipped with approval, or blocked with a remediation task. | No critical or high unresolved defect remains. | Evidence paths and checksums are complete. | The next wave remains blocked until PASS.","W12 validation report, command/test logs, scope audit, memory event status.",Reopen the failed W12 tasks; do not advance to the next wave.,Added because v1 required wave validation but omitted validation tasks from the master backlog and CSV.,pending
